序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10000301,四物汤《仙》,四物汤《仙》,经典,《仙授理伤续断秘方》,营血虚滞证。头晕目眩，心悸失眠，面色无华，妇人月经不调，量少或经闭不行，脐腹作痛，甚或瘕块硬结，舌淡，口唇、爪甲色淡，脉细弦或细涩。（本方常用于妇女月经不调、胎产疾病、荨麻疹以及过敏性紫癜等属营血虚滞者。）,补血调血。,补益方,补血,当归（9克） 川芎（6克） 白芍（9克） 熟干地黄（12克）,上为粗末。每服三钱（15克），水一盏半，煎至八分，去渣，空心食前热服（现代用法：作汤剂，水煎服）。,本方是补血调经的主方，是从《金匮要略》中的芎归胶艾汤减去阿胶、艾叶、甘草而成。本方治证由营血亏虚，血行不畅，冲任虚损所致。血虚与心、肝两脏关系最为密切。肝藏血，血虚则肝失所养，无以上荣，故头晕目眩；心主血，藏神，血虚则心神失养，故心悸失眠；营血亏虚，则面部、唇舌、爪甲等失于濡养，故色淡无华；冲为血海，任主胞胎，冲任虚损，肝血不足，加之血行不畅，则月经不调，可见月经量少、色淡、或前或后，甚或经闭不行等症；血虚则血脉无以充盈，血行不畅易致血瘀，可见脐腹疼痛，甚或瘕块硬结；脉细涩或细弦为营血亏虚，血行不畅之象。治宜补养营血为主，辅以调畅血脉。方中熟地甘温味厚质润，入肝、肾经，长于滋养阴血，补肾填精，为补血要药，故为君药。当归甘辛温，归肝、心、脾经，为补血良药，兼具活血作用，且为养血调经要药，用为臣药。佐以白芍养血益阴；川芎活血行气。四药配伍，共奏补血调血之功。    本方的配伍特点是以熟地、白芍阴柔补血之品（血中血药）与辛香之当归、川芎（血中气药）相配，动静相宜，补血而不滞血，行血而不伤血，温而不燥，滋而不腻，成为补血调血之良方。    本方在《仙授理伤续断秘方》中治外伤瘀血作痛，宋代《太平惠民和剂局方》用于妇人诸疾。,对于阴虚发热，以及血崩气脱之证，则非所宜。,若兼气虚者，加人参、黄芪，以补气生血；以血滞为主者，加桃仁、红花，白芍易为赤芍，以加强活血祛瘀之力；血虚有寒者，加肉桂、炮姜、吴萸，以温通血脉；血虚有热者，加黄芩、丹皮，熟地易为生地，以清热凉血；妊娠胎漏者，加阿胶、艾叶，以止血安胎。,桃红四物汤、胶艾汤（又名芎归胶艾汤）、圣愈汤,方论  张秉成《成方便读》卷1：“夫人之所赖以生者，血与气耳，而医家之所以补偏救弊者，亦惟血与气耳。故一切补气诸方，皆从四君化出；一切补血诸方，又当从此四物而化也。补气者，当求之脾肺；补血者，当求之肝肾。地黄入肾，壮水补阴；白芍入肝，敛阴益血，二味为补血之正药。然血虚多滞，经脉隧道不能滑利通畅，又恐地、芍纯阴之性，无温养流动之机，故必加以当归、川芎，辛香温润，能养血而行血中之气者以流动之。总之，此方乃调理一切血证，是其所长。若纯属阴虚血少，宜静不宜动者，则归、芎之走窜行散，又非所宜也。”《仙授理伤续断秘方》：“伤重，肠内有瘀血者。”,nan,nan,nan
10000302,八珍汤（八珍散）,八珍汤,经典,《瑞竹堂经验方》,气血两虚证。面色苍白或萎黄，头晕耳眩，四肢倦怠，气短懒言，心悸怔忡，饮食减少，舌淡苔薄白，脉细弱或虚大无力。（本方常用于病后虚弱、各种慢性病，以及妇女月经不调等属气血两虚者。）,益气补血。,补益方,气血双补,人参（30克） 白术（30克） 白茯苓（30克） 当归（30克） 川芎（30克） 白芍药（30克） 熟地黄（30克） 炙甘草 （30克）,上为末，每服三钱（9克）水一盏半，加生姜五片，大枣一枚，煎至七分，去滓，不拘时候，通口服（现代用法：或作汤剂，加生姜3片，大枣5枚，水煎服，用量根据病情酌定）。,本方所治气血两虚证多由久病失治、或病后失调、或失血过多而致，病在心、脾、肝三脏。心主血，肝藏血，心肝血虚，故见面色苍白、头晕目眩、心悸怔忡、舌淡脉细；脾主运化而化生气血，脾气虚，故面黄肢倦、气短懒言、饮食减少、脉虚无力。治宜益气与养血并重。方中人参与熟地相配，益气养血，共为君药。白术、茯苓健脾渗湿，助人参益气补脾；当归、白芍养血和营，助熟地滋养心肝，均为臣药。川芎为佐，活血行气，使地、归、芍补而不滞。炙甘草为使，益气和中，调和诸药。全方八药，实为四君子汤和四物汤的复方。用法中加入姜、枣为引，调和脾胃，以资生化气血，亦为佐使之用。,斟酌。,若以血虚为主，眩晕心悸明显者，可加大地、芍用量；以气虚为主，气短乏力明显者，可加大参、术用量；兼见不寐者，可加酸枣仁、五味子。,十全大补汤（《太平惠民和剂局方》）、人参养荣汤（《三因极一病证方论》）、泰山磐石散《古今医统大全》,方论  吴昆《医方考》卷3：“血气俱虚者，此方主之。人之身，气血而已。气者百骸之父，血者百骸之母，不可使其失养者也。是方也，人参、白术、茯苓甘草，甘温之品也，所以补气；当归、川芎、芍药、地黄，质润之品也，所以补血。气旺则百骸资之以生，血旺则百骸资之以养。形体既充，则百邪不入，故人乐有药饵焉。”《瑞竹堂经验方》卷4：“脐腹疼痛，全不思食，脏腑怯弱，泄泻，小腹坚痛，时作寒热。”,nan,nan,nan
10000304,十全大补汤,十全大补汤,经典,《太平惠民和剂局方》（宋?太平惠民和剂局）,气血两虚证。面色萎黄，倦怠食少，头晕目眩，神疲气短，心悸怔忡，自汗盗汗，四肢不温，舌淡，脉细弱；以及妇女崩漏，月经不调，疮疡不敛等。,温补气血。,补益方,气血双补,人参（6克） 肉桂（3克） 川芎（6克） 干熟地黄（12克） 茯苓（9克） 白术（9克） 甘草（3克） 黄芪（12克） 当归（9克） 白芍药（9克）,上为细末，每服二大钱（9克），用水一盏，加生姜三片、枣子二枚，同煎至七分，不拘时候温服。,暂无。,斟酌。,暂无。,无。,无。,nan,nan,nan
10000321,左归丸,左归丸,经典,《景岳全书》（明?张景岳）,真阴不足证。头晕目眩，腰酸腿软，遗精滑泄，自汗盗汗，口燥舌干，舌红少苔，脉细。（本方常用于老年性痴呆、更年期综合征、老年骨质疏松症、闭经、月经量少等属于肾阴不足，精髓亏虚者。）,滋阴补肾，填精益髓。,补益方,补阴,大怀熟地（240克） 山药（炒，120克） 枸杞（120克） 山茱萸（120克） 川牛膝（酒洗蒸熟，90克） 鹿角胶（敲碎，炒珠，120克） 龟板胶（切碎，炒珠，120克） 菟丝子（制，120克）,上先将熟地蒸烂，杵膏，炼蜜为丸，如梧桐子大。每食前用滚汤或淡盐汤送下百余丸（9克）。（现代用法：亦可水煎服，用量按原方比例酌减）。,本方证为真阴不足，精髓亏损所致。肾藏精，主骨生髓，肾阴亏损，精髓不充，封藏失职，故头晕目眩、腰酸腿软、遗精滑泄；阴虚则阳亢，迫津外泄，故自汗盗汗；阴虚则津不上承，故口燥舌干、舌红少苔；脉细为真阴不足之象。治宜壮水之主，培补真阴。方中重用熟地滋肾填精，大补真阴，为君药。山茱萸养肝滋肾，涩精敛汗；山药补脾益阴，滋肾固精；枸杞补肾益精，养肝明目；龟、鹿二胶，为血肉有情之品，峻补精髓，龟板胶偏于补阴，鹿角胶偏于补阳，在补阴之中配伍补阳药，取“阳中求阴”之义，均为臣药。菟丝子、川牛膝益肝肾，强腰膝，健筋骨，俱为佐药。诸药合用，共奏滋阴补肾，填精益髓之效。    左归丸是张介宾由六味地黄丸化裁而成。他认为：“补阴不利水，利水不补阴，而补阴之法不宜渗”（《景岳全书·新方八阵》），故去“三泻”（泽泻、茯苓、丹皮），加入枸杞、龟板胶、牛膝加强滋补肾阴之力；又加入鹿角胶、菟丝子温润之品补阳益阴，阳中求阴，即张介宾所谓：“善补阴者，必于阳中求阴，则阴得阳升而泉源不竭”（《景岳全书·新方八略》）之义。本方纯补无泻、阳中求阴是其配伍特点。,方中组成药物以阴柔滋润为主，久服常服，每易滞脾碍胃，故脾虚泄泻者慎用。,若真阴不足，虚火上炎，去枸杞子、鹿角胶，加女贞子、麦门冬以养阴清热；火烁肺金，干咳少痰，加百合以润肺止咳；夜热骨蒸，加地骨皮以清热除蒸；小便不利、不清，加茯苓以利水渗湿；大便燥结，去菟丝子，加肉苁蓉以润肠通便；兼气虚者可加人参以补气。,左归饮,方论  徐镛《医学举要》卷5：“左归宗钱仲阳六味丸，减去丹皮者，以丹皮过于动汗。阴虚必多自汗、盗汗也；减去茯苓泽泻者，意在峻补，不宜于淡渗也。方用熟地之补肾为君；山药之补脾，山茱萸之补肝为臣；配以枸杞补精，川牛膝补血，菟丝子补肾中之气，鹿胶、龟胶补督任之元。虽曰左归，其实三阴并补，水火交济之方也。”《景岳全书》卷51：“治真阴肾水不足，不能滋养营卫，渐至衰弱，或虚热往来，自汗盗汗，或神不守舍，血不归原，或虚损伤阴，或遗淋不禁，或气虚昏晕，或眼花耳聋，或口燥舌干，或腰酸腿软。凡精髓内亏，津液枯涸等证，俱速宜壮水之主，以培左肾之元阴，而精血自充矣。宜此方主之。”,李氏对72例妇女更年期综合征患者采用左归丸治疗，20天为1疗程，共治疗3疗程。结果：总有效率为90.28％；月经紊乱、汗出、潮热、睡眠等症状均有不同程度的改善。提示左归丸对更年期综合征有较好的临床疗效。[李莉，等．左归丸治疗更年期综合征72例。上海中医药杂志2001；35（3）：26],鞠氏为探讨左归丸对骨质疏松症的治疗作用，以卵巢切除所致的骨质疏松大鼠为动物模型，采用骨组织形态计量学方法测定胫骨骨小梁体积百分比（TBV％）、骨小梁吸收表面百分比（TRS％）、骨小梁形成表面百分比（GFS％）、活性生成表面百分比（AFS％）、骨小梁矿化率（MAR）、骨小梁骨生成率（BFR）、类骨质平均宽度（OSW）和骨皮质矿化率（mAR）。结果：大鼠切除卵巢后，胫骨TBV％显著降低，TRS％以及TFS％、AFS％、MAR、BFR、OSW和mAR 显著提高，从而表明卵巢切除所造成的是一种骨吸收大于骨形成的高,nan
10000328,两地汤,两地汤,经典,《傅青主女科》（清?傅山）,阴虚血热证。症见月经先期而量少,养阴清热，凉血调经,补益方,补阴,酒地黄  玄参  地骨皮  麦冬  阿胶  酒白芍,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000343,清海丸,清海丸,经典,《傅青主女科》（清?傅山）,血热所致之崩漏，月经过多等症,滋阴养血，凉血止血,补益方,补阴,山萸肉  熟地黄  山药  白术  白芍  牡丹皮  麦冬  五味子  桑叶  玄参  地骨皮  北沙参  干石斛  煅龙骨,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000375,毓麟珠,毓麟珠,经典,《景岳全书》（明?张景岳）,妇人气血不足，肝肾两虚，月经不调，或后错色淡，或量少腹痛，或淋沥不断，腰膝酸软，小腹冷痛，性欲减退，身体瘦弱，久不受孕等,补益气血，温养肝肾，强固冲任，调经助孕,补益方,补阳,人参  土白术  茯苓  当归  炙甘草  酒白芍  川芎  熟地黄  盐菟丝子  酒杜仲  鹿角霜  花椒,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000376,二仙汤,二仙汤,经典,《中医方剂临床手册》,更年期综合征、高血压病、闭经以及其他慢性病见有肾阴阳两虚、虚火上扰者,温肾阳，补肾精，泻肾火，调冲任,补益方,补阳,仙茅  淫羊藿  巴戟天  当归  黄柏  知母,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000381,益肾调经汤,益肾调经汤,经典,《中医妇科治疗学》,妇女肾虚，经来色淡而多，经后腹痛腰酸，肢软无力，脉沉弦无力,温肾调经,补益方,补阳,杜仲  续断  熟地黄  当归  白芍   益母草  艾叶炭  巴戟  乌药,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000382,温胞饮,温胞饮,经典,《傅青主女科》（清?傅山）,妇女宫寒不孕，月经后期等,温补肾阳，养精益气,补益方,补阳,菟丝子  巴戟天  补骨脂  肉桂   附片  人参  白术  芡实  山药,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000386,七宝美髯丹,七宝美髯丹,经典,《医方集解》引邵应节方,肝肾不足，须发早白，齿牙动摇，梦遗滑精，崩漏带下，肾虚不育，腰膝酸软,补益肝肾，乌发壮骨,补益方,阴阳双补,制何首乌  茯苓  牛膝  酒浸当归   酒浸枸杞子  酒浸菟丝子   黑脂麻拌炒补骨脂,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000402,固经汤,固经汤,经典,《嵩崖尊生》,崩漏,清热凉血，活血化瘀，益气固本，养血止血,固涩方,固崩止带,黄柏  白芍  黄芩片  龟胶珠  阿胶 椿皮  香附  地榆  黄芪,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000403,固经丸,固经丸,经典,《医学入门》,阴虚血热，月经先期，经血量多、色紫黑,滋阴清热，固经止带,固涩方,固崩止带,黄芩片  白芍  龟甲  楱皮  黄柏  香附,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000451,正气天香散,正气天香散,经典,刘河间方，录自《医学纲目》,治妇人一切气。症见心胸攻筑，胁肋刺痛，月经不调,疏肝理气,理气方,行气,乌药  醋香附  陈皮  紫苏叶  干姜,nan,nan,nan,nan,nan,nan,nan,nan,nan
