id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
644,加减四物汤,《保命集》卷下。,加减羌活汤,羌活1两，川芎1两，防风1两，香附子（炒）1两，白芷1两，石膏2两半，细辛2钱，当归5钱，熟地黄1两，甘草5钱，苍术1两6钱（去皮）。,,产后血虚、痰癖、寒厥之头痛。,每服1两，水煎服，不拘时候。,加减羌活汤（《普济方》卷三五一）。,保命集,羌活、川芎、防风、附子、白芷、石膏、细辛、当归、熟地黄、甘草、苍术,产后百损 痰饮 寒厥之头痛
654,下胎丸,《保命集》卷下。,,半夏2两，白蔹2两。,,胎衣不下，或子死腹中，或血冲上昏闷，或血暴下，或胎干而不能产。,每服2-3丸，食后用半夏汤送下，续渐加至5-7丸。,,保命集,半夏、白蔹,胎衣不下 死胎 血冲上昏闷 血暴下 胎干
655,三分散,《保命集》卷下。,三圣散、三合散,白术1两，茯苓1两，黄耆1两，川芎1两，芍药1两，熟地黄1两，当归1两，柴胡1两6钱，黄芩6钱，人参1两6钱，半夏6钱，甘草6钱。,,产后日久虚劳，针灸、服药俱不效者；产后伤寒并痢。,每服1两，水1盏，煎至半盏，温服清，每日1服。,三圣散（《丹溪心法附余》卷二十一引《济生》）、三合散（《医学纲目》卷三十五）。《奇效良方》有生姜三片，红枣一枚。本方方名，《东医宝鉴·杂病篇》引作“三合汤”。,保命集,白术、茯苓、黄芪、川芎、红药子、熟地黄、当归、柴胡、黄芩、人参、半夏、甘草,产后 虚劳 产后伤寒并痢
656,三元汤,《保命集》卷下。,,柴胡8钱，黄芩3钱，人参3钱，半夏（洗）3钱，甘草（炙）3钱，川芎2钱半，芍药2钱半，熟地黄2钱半，当归2钱半。,,产后日久虚劳，脉浮疾。,水煎服。,,保命集,柴胡、黄芩、人参、半夏、甘草、川芎、红药子、熟地黄、当归,产后 虚劳 脉浮
658,八物汤,《保命集》卷下。,,白术、人参、黄耆、茯苓、川芎、熟地黄、当归、芍药各等分。,益气和血。,心肺虚损，皮聚而毛落；血脉虚损，妇人月水愆期。,每服5-7钱，水1盏，煎至7分，去滓，食后温服。,,保命集,白术、人参、黄芪、茯苓、川芎、熟地黄、当归、红药子,元气虚惫 皮聚 毛落 脉弦虚 经行无定期
659,八物汤,《保命集》卷下。,,四物内加玄胡1两，苦楝1两，槟榔，木香半两。,,妇人经事欲行，脐腹绞痛，痛经及血淋。,,,保命集,当归、川芎、白芍、熟地黄、新疆延胡索、苦楝皮、槟榔、木香,月经不通 肚腹痛 经前腹痛 淋证
660,二黄散,《保命集》卷下。,二黄汤,生地黄、熟地黄各等分。,,怀孕胎漏下血，或内热哺热，或头痛头晕，或烦躁作渴，或胁肋胀痛。,加白术、枳壳汤调下1两，每日2次。,二黄汤（《医方类聚》卷二二七引《医林方》）。,保命集,鲜地黄、熟地黄,胎漏 内热 头痛 眩晕 烦躁 作渴 两胁胀痛
661,四物汤倍芎归汤,《保命集》卷下，名见《保命歌括》卷三十。,,四物汤4两（倍当归、川芎），加鬼箭1两，红花1两，玄胡索1两（同为末）。,,产后血运、血结，血聚于胸中，或偏于小腹，或连于肋胁。,水煎，调没药散服之。,,保命集,当归、川芎、白芍、熟地黄、鬼箭羽、红花、新疆延胡索,产后血运 血结
662,四物葵花汤,《保命集》卷下，名见《何氏济生论》卷七。,,四物汤加熟地黄1两，当归1两。,,经水少而血色和者。,,,保命集,当归、川芎、白芍、熟地黄、熟地黄、当归,经水少而血色和
663,当归散,《保命集》卷下，名见《活法机要》。,,当归、芫花（炒）。,,妇人产后恶物不下。,每服3钱，酒调下。,,保命集,当归、芫花,产后恶露不下
664,四物加芩连汤,《保命集》卷下，名见《万氏女科》卷一。,芩连四物汤、四物芩连汤、四物加黄芩黄连汤、四物解毒汤,四物汤加黄芩，黄连1两。,,血热而月经先期，经水色黑；及痘疹血虚。,,芩连四物汤（《医统》卷八十八）、四物芩连汤（《赤水玄珠》卷二十一）、四物加黄芩黄连汤（《准绳·女科》卷一）、四物解毒汤（《痘疹会通》卷四）。《万氏女科》本方用四物（用赤芍）、芩、连（俱炒）各一钱，生草五分。水煎，食前服。《赤水玄珠》本方用法：为末，醋糊为丸服。,万氏女科,当归、川芎、白芍、熟地黄、黄芩、黄连,血热 月经先期 经来色紫 痘疹 血亏
722,芍药汤,《保命集》卷中。,黄芩芍药汤、白芍药汤、当归芍药汤,芍药1两，当归半两，黄连半两，槟榔2钱，木香2钱，甘草2钱（炙），大黄3钱，黄芩半两，官桂2钱半。,活血调气，清热解毒；下血调气。,湿热痢，腹痛便脓血，赤白相兼，里急后重，肛门灼热，小便短赤。妊娠痢疾，腹痛口渴，后重里急之证。,每服半两，水2盏，煎至1盏，食后温服。,黄芩芍药汤（《明医指掌》卷九）、白芍药汤（《医家心法》）、当归芍药汤（《金鉴》卷五十三）。,保命集,红药子、当归、黄连、槟榔、木香、甘草、大黄、黄芩、桂花,湿热 痢不止 肚腹痛 大便后下血 里急后重 肛门灼热 小便短赤 妊娠 痢不止 肚腹痛 口干
796,加味归脾汤,《保婴撮要》卷三。,,人参1钱，黄耆1钱，茯神（去木）1钱，甘草1钱，白术（炒）1钱，木香5分，远志（去心）1钱，酸枣仁1钱，龙眼肉1钱，当归1钱，牡丹皮1钱，山栀（炒）1钱。,,乳母忧思伤脾，以致小儿血虚发热，腹痛发抽，怔忡失眠，自汗盗汗，口舌生疮；及妊娠吐衄;因乳母郁怒积热，婴儿腹痛发搐者;小儿因乳母忧思郁怒，胸胁作痛，或肝脾经分患疮疡之证，或寒热惊悸无寐，或便血盗汗，口疮不敛。,水煎服。婴儿为患者，令子母俱服之。,,保婴撮要,人参、黄芪、茯神、甘草、白术、木香、远志、酸枣仁、龙眼肉、当归、牡丹皮、栀子,忧思伤脾 血虚发热 肚腹痛 怔忡不宁 不睡 自汗 盗汗 口烂 妊娠吐衄 郁怒 发搐 胸胁疼 疮疥 寒热 惊悸 大便后下血 口烂
808,立效散,《保婴撮要》卷十八。,,大黄、黄柏、山栀、寒水石（煅）各等分。,,一切胎毒疮疥未破者，及风疹痛。,用清油烛调搽。若破而脓水淋漓，用当归膏。,,保婴撮要,大黄、黄柏、栀子、寒水石,胎毒疮 风疹
819,拔毒散,《保婴撮要》卷十二。,,黄芩5钱，黄连5钱，白矾（俱生用）5钱，雄黄5钱，铜绿2钱（痒甚加之），松香。,,胎毒，头面生癞，或延及遍身，痒痛不安，浸淫不愈；及眉炼疮，疥癞，疮癣。,干掺患处；或用油调搽。,方中松香用量原缺。,保婴撮要,黄芩、黄连、白矾、雄黄、铜绿、松香,头面生癞 痒痛不安 干湿疥癣 疮癣
823,牛黄解毒散,《保婴撮要》卷十二。,,生甘草1两，牛黄5钱（膏粱之子必用之），金银花1两。,,胎毒，头面生癞，或延及遍身，痒痛不安，浸淫不愈，及眉炼疮，疔肿。,每服2-3分，乳汁调服。或用甘草煎膏为丸，如芡实大。每服1丸，白汤化下。外敷清金散亦可。,,保婴撮要,甘草、牛黄、金银花,头面生癞 痒痛不安 疔毒
827,九味解毒散,《保婴撮要》卷十二。,,黄连（炒）3分，金银花3分，连翘3分，芍药3分，山栀4分，白芷6分，当归8分，防风3分，甘草3分。,,热毒胎毒，发为疮疡，未溃作痛者。,水煎，母子并服。,,保婴撮要,黄连、金银花、连翘、红药子、栀子、白芷、当归、防风、甘草,热毒 发为 疮疥 作痛
843,加味小柴胡汤,《保婴撮要》卷十三。,柴胡栀子散,柴胡1钱5分，人参5分，黄芩7分，半夏5分，甘草（炒）3分，山栀，牡丹皮。,,肝胆风热，发为疮疡，耳前后肿，或结核焮痛，发热恶寒，或寒热往来，或潮热晡热，口苦耳聋，或胸胁作痛，或月经不调。,上作2-3服。加生姜、大枣，水煎服。,柴胡栀子散（《景岳全书》卷五十六）。,保婴撮要,柴胡、人参、黄芩、半夏、甘草、栀子、牡丹皮,热毒 发为 疮疥 遍身壮热 阴寒 寒热 潮热 晡热 口苦 耳聋 胸胁疼 月经不调
873,牛黄解毒丸,《保婴撮要》卷十一。,,牛黄3钱，甘草1两，金银花1两，草紫河车5钱。,,胎毒疮疖，及一切疮疡。,量儿服。,,保婴撮要,牛黄、甘草、金银花、紫河车,胎毒疮 疖 疮疥
901,蚯蚓膏,《保婴易知录》卷下。,,陈京墨2钱，朱砂3钱，麝香1钱。,,小儿胎惊搐。,每服1丸，用金银器烧红淬入乳内，将乳调药服之。,,保婴易知录,墨、朱砂、麝香,惊胎
921,妇科十味片,《北京市中成药规范》第二册。,妇科调经片,香附250kg，川芎10kg，当归90kg，玄胡索20kg，生白术14.06kg，甘草6.5kg，红枣50kg，白芍7.5kg，赤芍7.5kg，熟地黄30kg。,补气，益血，调经。,月经不调，经期腹痛。,将生白术、白芍、赤芍、香附打碎，甘草切碎，熟地黄、口服，每次4片，每日3次。,妇科调经片（《湖南省中成药规范》）。,北京市中成药规范,香附、川芎、当归、新疆延胡索、白术、甘草、大枣、白芍、赤芍、熟地黄,月经不调 经前腹痛
925,熟地膏,《北京市中药成方选集》。,,大熟地480两。,滋阴补肾，添精益髓。,血虚发热，精髓不充，腰腿痠软。体虚血亏，及妇女胎产等症。,每服3-5钱，开水冲下。,,北京市中药成方选集,熟地黄,血虚发热 腰腿痠软 肌体羸瘦 血亏
938,鲜石斛膏,《北京市中药成方选集》。,,鲜石斛160两，麦冬32两。,养阴润肺，生津止渴。,男女阴虚，肺热上攻，咽干口燥，烦闷耳鸣。,每服5钱，日服2次，热开水冲服。,,北京市中药成方选集,石斛、麦冬,阴虚 气怒肺热 上攻 口干 烦愦 耳内虚鸣
964,犀角止红丹,《北京市中药成方选集》。,,鲜荷叶36两，当归16两，川芎16两，白芍16两，生地16两，大黄炭2两，川牛膝1两。,清肺热，止吐衄。,气怒肺热，伤损经络，吐血衄血，痰中带血。,每服2丸，温开水送下，1日2次。,,北京市中药成方选集,荷叶、当归、川芎、白芍、鲜地黄、大黄、川牛膝,气怒肺热 伤损经络 吐血不止 衄血 咯痰带血
971,痢疾奇效丹,《北京市中药成方选集》。,,石榴皮40两，椿根皮（炒）20两，乌梅炭10两，谷芽（炒）36两，槟榔16两。,分解利湿，止泄化痢。,痢疾。腹痛，大便带血，久泄不止，腰腿痠痛。,每服2-3钱，温开水送下，1日2次。,,北京市中药成方选集,石榴皮、椿白皮、乌梅、谷芽、槟榔,痢不止 肚腹痛 大便后下血 痢不止 腰膝酸痛或冷痛
972,童叟卫生丹,《北京市中药成方选集》。,,槟榔2两，郁金1两，三棱（炒）1两，莪术（炙）1两，于术1两，鲜姜1两，丁香1两5钱，鸡内金（炒）1两（共熬膏），莲子肉1两，朱砂（另研）2钱，茯苓1两，山药5钱，法半夏1两，使君子肉1两，冰片（另研兑）2钱，泻叶6两，柿霜3两。,消食化滞，开胃健脾。,积滞不消，腹胀肚痛，面黄肌瘦，消化不良；及小儿积滞痞块，妇女癥瘕血块。,每服2丸，温开水送下。小儿每服1丸。,,北京市中药成方选集,槟榔、郁金、三棱、莪术、白术、生姜、丁香、鸡内金、莲子、朱砂、茯苓、山药、半夏、使君子、冰、番泻叶、柿霜,肚腹痛 肌黄形瘦 消化不良 痞积 结生瘕聚
976,滋阴至宝丹,《北京市中药成方选集》。,,当归192两，柴胡64两，白术（炒）64两，橘皮64两，茯苓64两，知母64两，贝母64两，地骨皮64两，麦冬64两，白芍64两，薄荷32两，甘草32两，沙参32两，香附（炙）96两。,滋阴退烧，调经养血。,妇人诸虚百损，经血不调，骨蒸潮热，嗽喘盗汗。,每服1丸，日服2次，温开水送下。,,北京市中药成方选集,当归、柴胡、白术、陈皮、茯苓、知母、川贝母、地骨皮、麦冬、白芍、薄荷、甘草、沙参、香附,诸虚百损 月经不调 骨蒸潮热 喘嗽 盗汗
986,黄耆膏,《北京市中药成方选集》。,,黄耆480两。,补中益气，调养荣卫，托里生肌。,气虚血亏，虚劳盗汗，肺虚作喘，身体羸瘦。疮面久不愈合，阴疮脓毒未尽，下肢顽固性溃疡，鱼鳞癣（蛇皮症）。,每服5钱，日服2次，开水冲服。,,北京市中药成方选集,黄芪,血亏 虚劳 盗汗 肺虚作喘 肌体羸瘦 久不愈 阴蚀疮 下肢溃疡
989,鹿茸胶,《北京市中药成方选集》。,,老鹿茸160两。,壮阳补脑，生精补髓。,四肢无力，腰膝酸软，肾虚阳痿，妇女崩漏带下。,每服2-3钱，用黄酒或白水炖化服。,,北京市中药成方选集,鹿茸,肢节无力 腰膝酸软 肾虚 崩中漏下 带下
990,鹿胎膏,《北京市中药成方选集》。,,鹿胎1具，党参（去芦）240两，黄耆160两，鹿肉1600两，生地80两，当归80两，紫河车5具，熟地80两，升麻20两，桂元肉40两。,滋阴益肾，补气益血。,男子肾寒精冷，阳痿不举；妇女子宫虚寒，久不孕育。,每服3-5钱，1日2次，温开水冲服。,,北京市中药成方选集,鹿胎、党参、黄芪、鹿肉、鲜地黄、当归、紫河车、熟地黄、升麻、龙眼肉,精冷 阴中冷 不育
1025,救坤丹,《北京市中药成方选集》。,,白芍5钱，川芎5钱，生地5钱，熟地5钱，当归5钱，黄芩5钱，茯苓5钱，乌药5钱，橘红5钱，阿胶（炒珠）4钱，苏叶4钱，砂仁4钱，香附（炙）4钱，白术（炒）4钱，琥珀4钱，人参（去芦）4钱，木香1钱，沉香1钱，川牛膝2钱，甘草2钱，益母草2两。,益气和营，调经养血。,妇女月经不调，忽多忽少，行经腹痛，崩漏带下。,每服2丸，1日2次，温开水送下。,,北京市中药成方选集,白芍、川芎、鲜地黄、熟地黄、当归、黄芩、茯苓、乌药、橘红、阿胶、紫苏叶、砂仁、香附、白术、琥珀、人参、木香、沉香、川牛膝、甘草、益母草,月经不调 经前腹痛 崩中漏下 带下
1032,通经甘露丸,《北京市中药成方选集》。,,当归4两，桃仁（去皮）4两，大黄4两，丹皮4两，干漆（煅）4两，肉桂（去粗皮）4两，牛膝4两，三棱（炒）5钱，莪术（醋炙）1两，红花4两。,化瘀通经。,妇人月经不通，少腹胀痛，午后发热。,每服2-3钱，温开水送下，每日2次。,,北京市中药成方选集,当归、桃仁、大黄、牡丹皮、干漆、肉桂、牛膝、三棱、莪术、红花,月经不通 少腹苦痛 遍身壮热
1036,调经回春膏,《北京市中药成方选集》。,,当归3两，生地1两，肉桂（去粗皮）1两，厚朴1两，全蝎1两，白芷1两，玄胡1两，防风1两，蓖麻子1两，杏仁1两，花粉1两，白芍1两，黄柏1两，玄参（去芦）1两，草乌1两，乌药1两，川芎1两，丹参1两，丝瓜络1两，细辛5钱，独活5钱，羌活5钱，枳实5钱，山甲6钱，桃仁6钱，三棱6钱，莪术6钱，红花6钱，牛膝6钱，黄连8钱，猪牙皂8钱，槟榔8钱，大黄1两4钱，川乌1两4钱，木香1两4钱，香附2两，益母草2两，熟地2两。上药酌于碎断，用香油320两炸枯，过滤去滓，炼至滴水成珠，春用黄丹138两，秋用黄丹136两，搅匀成膏，取出放入冷水中，出火毒后，加热熔化，兑细料粉：丁香7钱，干姜2钱，阿魏1钱，乳香2钱，没药2钱，血竭2钱，肉桂（去粗皮）4两，冰片6钱，麝香2钱。,理气通经，化瘀止痛。,月经不调，血色不正，瘀血结块，胁胀腹痛。,贴脐上。,,北京市中药成方选集,当归、鲜地黄、肉桂、厚朴、全蝎、白芷、新疆延胡索、防风、蓖麻子、杏仁、天花粉、白芍、黄柏、玄参、圆节山蚂蝗、乌药、川芎、丹参、丝瓜络、细辛、独活、羌活、枳实、穿山甲、桃仁、三棱、莪术、红花、牛膝、黄连、皂荚、槟榔、大黄、乌头、木香、香附、益母草、熟地黄、麻油、铅丹、铅丹、丁香、干姜、阿魏、乳香、没药、血竭、肉桂、冰、麝香,月经不调 血色不正 瘀血结块 胁胀 肚腹痛
