主治,功能团
"['流血不止', '精冲血管', '贪欢交感']","[['精冲血管', '贪欢交感'], ['流血不止', '贪欢交感'], ['流血不止', '精冲血管'], ['流血不止', '精冲血管', '贪欢交感']]"
"['血海干涸', '经水忽来忽断', '下瘕血闭']",[]
"['下身冰冷', '胞胎寒冷']","[['胞胎寒冷', '胞胎寒冷']]"
"['月经过多', '月经后期']",[]
"['不育', '多痰']",[]
"['赤白带下', '赤白带下', '无力', '湿热', '怒郁伤肝', '忧思伤脾']","[['怒郁伤肝', '忧思伤脾']]"
"['血崩', '虚火']",[]
"['咳嗽', '口干', '不育', '肌骨蒸热', '舌燥']","[['咳嗽', '口干']]"
"['肚腹痛', '口干', '面色苍黄', '阴中肿痛', '带下黑色']","[['阴中肿痛', '带下黑色']]"
"['月经过多', '月经先期']",[]
"['干呕', '胸中胀满', '作泻']",[]
"['血崩', '淋']",[]
"['干呕', '口干', '恶心', '精神不守']","[['干呕', '恶心']]"
"['月经过多', '血热', '月经先期', '血多']","[['血热', '月经先期']]"
['脾胃不足'],[]
['痢不止'],[]
['经前作痛'],[]
"['肚腹痛', '吐血不止', '气逆']",[]
"['白带腥臭', '带下黄色', '任脉湿热']","[['带下黄色', '任脉湿热'], ['白带腥臭', '任脉湿热'], ['白带腥臭', '带下黄色'], ['白带腥臭', '带下黄色', '任脉湿热']]"
['下身冰冷'],[]
"['不育', '瘦乏']",[]
"['不育', '肝气郁结']",[]
"['饮食不下', '不育', '多倦', '多睡', '饱胀', '呻吟', '肾气不足']","[['多倦', '多睡']]"
"['不育', '小便涩', '脐腹胀闷', '肾气不旺', '两腿虚浮']","[['肾气不旺', '两腿虚浮']]"
"['血崩', '昏迷不省']",[]
"['血崩', '恶血下冲']",[]
['月经不通'],[]
['带下'],[]
"['血崩', '昏迷不省', '眼昏']",[]
"['血崩', '昏迷不省', '眼昏']",[]
"['湿热', '涕唾稠粘', '带下色青', '其气亦腥']",[]
"['寒热', '寒湿', '脐下疼痛']",[]
['不育'],[]
['肚腹痛'],[]
['大便后下血'],[]
"['月经过多', '面色黄青', '无力']",[]
['大便后下血'],[]
['月经先期'],[]
"['往来寒热', '经水忽来忽断']",[]
"['不育', '肾虚', '瘦乏']",[]
['妊娠呕恶冲逆'],[]
"['发痫', '肝气郁结', '产后颠狂']",[]
['发痫'],[]
"['咳嗽', '口吐涎沫', '气带血腥']",[]
"['咳嗽', '肾虚', '口吐涎沫', '气带血腥']",[]
"['月经过多', '言语謇涩', '感冒', '汗出', '热血入室']",[]
"['遍身壮热', '言语謇涩', '阴寒', '感冒', '经行无定期', '热入血室', '两胁膈胀']","[['遍身壮热', '阴寒']]"
"['遍身壮热', '伤寒']","[['遍身壮热', '伤寒']]"
"['遍身壮热', '伤寒', '言语謇涩']","[['遍身壮热', '伤寒']]"
"['热入血室', '发狂']",[]
"['饮食不下', '干呕', '动胎', '痢不止', '疼痛', '霍乱', '胸膈', '冷气', '肌黄形瘦', '不和', '浮肿', '少腹苦痛', '四肢痠痛', '腹胁刺痛', '血脏宿冷', '小腿转筋', '血刺', '脾胃冷弱', '怯弱', '食伤', '产后腹中痛', '筑心', '拘急疼痛', '心脾冷痛', '小肠及外肾肿痛', '病闷']","[['干呕', '痢不止'], ['饮食不下', '干呕'], ['痢不止', '霍乱'], ['霍乱', '小腿转筋']]"
"['冷气', '攻刺疼痛']",[]
"['咳嗽', '浮肿', '肺胀']",[]
"['饮食不下', '肚腹痛', '月经不通', '头目眩晕', '身疼', '痰饮', '阴中冷', '无力', '经行无定期', '攻刺', '七情内伤', '气壅', '两胁膈胀', '咽膈不利', '脾胃不和', '噎塞', '冷食']","[['饮食不下', '月经不通'], ['饮食不下', '头目眩晕'], ['头目眩晕', '身疼']]"
"['妇人血气', '不和', '宿食不消', '脾胃虚寒']",[]
"['攻刺疼痛', '肠虚滑泄']",[]
"['疼痛', '疝气', '产后恶露不尽', '血瘕', '膀胱气刺']",[]
"['饮食不下', '动胎', '头目眩晕', '难产', '身疼', '痰饮', '阴中冷', '死胎', '无力', '经行无定期', '攻刺', '七情内伤', '气壅', '两胁膈胀', '咽膈不利', '脾胃不和', '噎塞', '走疰疼痛', '冷食', '产前胎气不安', '阴气伤寒']","[['饮食不下', '头目眩晕'], ['难产', '死胎'], ['头目眩晕', '身疼']]"
"['伤寒', '霍乱', '昏迷不省', '冷气', '吐泻', '上攻', '心腹胀满', '四肢逆冷', '闷绝', '心疼', '攻刺疼痛', '伤冷', '元气将脱', '阴气伤寒']","[['霍乱', '吐泻']]"
"['痰饮', '妇人血气', '冷气', '腹胁刺痛', '胃冷']","[['妇人血气', '冷气']]"
"['气痛', '冷血', '气泻']",[]
"['饮食不下', '干呕', '月经不调', '痰饮', '妇人血气', '霍乱', '腹刺痛', '胸膈', '不和', '胸腹妨闷', '噎塞', '伤酒']","[['饮食不下', '干呕'], ['饮食不下', '月经不调']]"
"['妊娠', '噎塞阻食']",[]
"['涩', '热毒', '上攻', '赤眼肿痛', '赤眼肿痛', '翳膜']","[['涩', '热毒'], ['热毒', '上攻'], ['赤眼肿痛', '翳膜']]"
['产后败血攻刺'],[]
"['涩', '上攻', '偏正头风', '翳膜', '瘀肉生疮']",[]
"['涩', '热毒', '肾脏风']","[['涩', '热毒']]"
"['妊娠', '肚腹痛', '痢不止', '不和', '下痢', '肠鸣']","[['妊娠', '肚腹痛'], ['肚腹痛', '痢不止']]"
"['腹中疼痛', '产后百损', '有块', '心胸噎闷']",[]
['产后气血不足'],[]
"['产后', '毒气冲心']",[]
"['遍身壮热', '产后百损', '闷乱', '发狂']",[]
"['血风劳', '身疼', '四肢急掣', '四肢烦倦', '腰腿无力', '四肢麻痹', '腰脚及背膊疼痛']","[['血风劳', '身疼'], ['血风劳', '四肢急掣'], ['身疼', '四肢急掣'], ['血风劳', '身疼', '四肢急掣']]"
"['肌体羸瘦', '肢节无力', '多倦', '心腹多痛', '减食', '周身酸疼', '血气虚劳']",[]
"['面色黄青', '攻刺', '发歇', '手足疼痛', '口吐涎沫', '冷痹']",[]
"['饮食不下', '肌体羸瘦', '精神不守', '产前后诸疾', '四肢烦倦', '血海虚冷', '腹内冷疼']","[['饮食不下', '肌体羸瘦']]"
"['有汗', '经行无定期', '四肢烦倦', '胸腹妨闷', '手足烦倦', '肌肉枯瘁']",[]
"['产后', '肌体羸瘦', '外感']",[]
['肌骨蒸热'],[]
"['遍身壮热', '疼痛', '烦愦', '大便结燥', '产后恶露不尽', '血水不利']",[]
"['四肢烦倦', '经水不匀', '子宫虚惫', '肌肉枯瘁']",[]
"['胎衣不下', '产后心腹气痛', '血块腹痛']",[]
"['饮食不下', '头目眩晕', '身疼', '肢节无力', '心胸噎闷', '气血不和']","[['饮食不下', '头目眩晕'], ['饮食不下', '肢节无力'], ['头目眩晕', '身疼']]"
"['饮食不下', '月经不通', '头目眩晕', '多倦', '心神烦热', '少力', '四肢不利', '荣卫不调', '上膈积涎']","[['多倦', '少力'], ['饮食不下', '月经不通'], ['饮食不下', '头目眩晕']]"
"['腹中疼痛', '恶露不下', '产后心烦', '血气凝涩']",[]
"['肚腹痛', '寒热', '头痛', '动胎', '咳嗽', '难产', '不止', '结生瘕聚', '心腹胀', '疟', '腰痛', '五劳', '血气冲心痛', '吐泻', '眼昏', '肠风', '疳', '吞酸', '痞积', '毒气冲心', '口烂', '小便涩', '痔漏', '膨胀', '风痰', '宿食不消', '齿痛', '血痢', '劳疾', '水泻', '膝疼', '阴毒伤寒', '伤酒', '肋疼', '肺病', '败血不散', '脚气上攻']","[['寒热', '咳嗽'], ['肚腹痛', '动胎'], ['肠风', '痔漏'], ['寒热', '头痛'], ['动胎', '不止']]"
['产前后诸疾'],[]
"['饮食不下', '头目眩晕', '身疼', '肢节无力', '不和', '心胸噎闷']","[['饮食不下', '头目眩晕'], ['饮食不下', '肢节无力'], ['头目眩晕', '身疼']]"
"['口干', '伤寒', '身疼', '多倦', '口苦', '少力', '发寒热', '头目痛', '血气攻疰']","[['多倦', '少力'], ['口干', '口苦']]"
"['月经不调', '腹内痛', '经前腹痛']",[]
"['饮食不下', '寒热', '血风劳', '四肢急掣', '百骨节痠痛', '皮肤虚肿', '生瘾疹']","[['饮食不下', '寒热'], ['血风劳', '四肢急掣']]"
"['饮食不下', '月经不调', '疼痛', '面色黄青', '产前后诸疾', '血气走作']","[['饮食不下', '月经不调']]"
"['产后', '口干', '不止', '失色']",[]
"['月经不调', '肌黄形瘦', '力乏']",[]
"['饮食不下', '头痛', '赤白带下', '咳嗽', '不育', '痰饮', '盗汗', '漏血不止', '四肢痠痛', '久虚', '腹疼', '血海虚冷', '瘦弱', '妊而数堕']","[['赤白带下', '不育']]"
"['饮食不下', '肌体羸瘦', '产后气虚', '冷气', '经行无定期', '心腹满急']","[['饮食不下', '肌体羸瘦']]"
"['产后', '干呕', '月经不调', '寒热', '赤白带下', '咳嗽', '疼痛', '伤寒', '血崩', '结生瘕聚', '血晕', '阴中冷', '胎衣不下', '五劳', '死胎', '堕胎', '血滞', '浑身疮癣']","[['寒热', '咳嗽'], ['产后', '血晕'], ['血晕', '胎衣不下'], ['胎衣不下', '死胎'], ['疼痛', '结生瘕聚'], ['干呕', '寒热'], ['胎衣不下', '堕胎'], ['咳嗽', '伤寒'], ['产后', '寒热'], ['月经不调', '阴中冷'], ['赤白带下', '血崩'], ['月经不调', '赤白带下'], ['血晕', '死胎'], ['月经不调', '寒热'], ['产后', '干呕'], ['赤白带下', '阴中冷'], ['产后', '干呕', '寒热'], ['血晕', '胎衣不下', '死胎'], ['月经不调', '赤白带下', '阴中冷']]"
"['动胎', '伤寒', '死胎', '血瘀']",[]
"['饮食不下', '月经不通', '血风劳', '肢节无力', '多倦', '胸膈', '面色苍黄', '怔忡不宁', '攻刺疼痛']","[['饮食不下', '月经不通'], ['饮食不下', '肢节无力']]"
"['血风劳', '产前后诸疾']",[]
"['月经不调', '赤白带下', '崩中漏下', '面色黄青', '血块', '面目青黑', '面目青黑', '脚手痹顽', '血海虚冷', '腰腿无力', '卧起不安', '手足疼痛', '血刺', '筋挛骨疼', '胸膈疼痛', '体颤', '背膊虚烦', '腹内虚鸣', '小腹满闷', '遍身生隐疹', '两胁气急', '腰背牵掣', '脐下膨胀', '腰脊伛偻']","[['月经不调', '赤白带下']]"
"['热毒', '生疮', '虚肿']",[]
"['赤白带下', '咳嗽', '痢不止', '大小便不通', '疟', '妇人血气', '霍乱', '外感', '眼赤', '气痛', '背痠疼', '腹泻', '血汗']","[['痢不止', '疟'], ['赤白带下', '痢不止'], ['痢不止', '霍乱']]"
"['月经不通', '赤白带下', '中风', '痢不止', '带下', '难产', '血风劳', '疟', '热毒', '吐血不止', '妇人血气', '霍乱', '五劳', '死胎', '吐泻', '赤白痢', '面色苍黄', '疝气', '肠风', '疳', '淋', '惊风', '眼赤', '腰腿痠疼', '骨疼', '腰胯沉重', '久冷', '淋证', '中热', '五淋', '肺气喘', '精神恍惚', '眼痛', '冷血', '气寒', '赤痢', '漆疮', '背阴', '膈上食', '腰宣', '吃噎', '水疾苦', '疰痛', '粉泄不止']","[['痢不止', '疟'], ['赤白带下', '痢不止'], ['淋', '淋证'], ['难产', '死胎'], ['霍乱', '吐泻'], ['腰胯沉重', '久冷'], ['痢不止', '霍乱']]"
"['产后', '血晕']","[['产后', '血晕']]"
"['饮食不下', '饮食不下', '赤白带下', '渐渐羸瘦', '渐渐羸瘦', '结生瘕聚', '肢节无力', '心腹胀', '阴中冷', '面无色', '多睡', '眼昏', '肠风', '食积', '手足挛急', '气膈', '气膈', '气块', '痔疮', '力弱', '冷膈', '思忧膈', '热膈']","[['饮食不下', '渐渐羸瘦'], ['心腹胀', '食积'], ['饮食不下', '肢节无力'], ['渐渐羸瘦', '结生瘕聚'], ['赤白带下', '阴中冷']]"
"['饮食不下', '血风劳', '胸中胀满', '五劳', '生疮', '腰腿无力', '气块', '肠虚滑泄']",[]
"['遍身壮热', '寒热', '头痛', '咳嗽', '伤寒', '头目眩晕', '头目眩晕', '血风劳', '喘促', '寒邪', '阴寒', '四肢烦疼', '胸中胀满', '背项强直', '壮热', '感冒', '感冒', '上攻', '恶风', '往来寒热', '涕唾稠粘', '齿痛', '有痰', '心胸不利', '痰涎不利', '舌肿', '憎寒发热', '鼻塞声重', '项筋急', '齿浮', '风气壅盛']","[['头目眩晕', '血风劳'], ['寒热', '咳嗽'], ['遍身壮热', '头痛'], ['寒热', '头痛'], ['遍身壮热', '伤寒'], ['头痛', '头目眩晕'], ['咳嗽', '喘促'], ['遍身壮热', '咳嗽'], ['血风劳', '上攻'], ['遍身壮热', '阴寒'], ['咳嗽', '伤寒'], ['头痛', '伤寒'], ['头痛', '壮热'], ['伤寒', '壮热'], ['寒热', '头目眩晕'], ['头痛', '伤寒', '壮热'], ['寒热', '头痛', '头目眩晕'], ['遍身壮热', '头痛', '伤寒'], ['遍身壮热', '咳嗽', '伤寒']]"
"['寒热', '传尸', '劳嗽', '蒸汗劳虫']",[]
"['产后', '产门', '不闭', '子宫不收']","[['产门', '不闭']]"
"['饮食不下', '月经不通', '痢不止', '崩中漏下', '盗汗', '虚劳']","[['饮食不下', '月经不通']]"
"['产后', '咳嗽', '头目眩晕', '盗汗', '虚羸', '产后气短', '寒热如疟', '发渴']","[['产后气短', '寒热如疟'], ['虚羸', '产后气短']]"
['咯痰带血'],[]
['咯痰带血'],[]
"['痢不止', '肛出']",[]
['月经不调'],[]
"['妊娠', '堕胎']",[]
"['血崩', '血崩', '作痛', '流产']",[]
"['动胎', '血不养胎']",[]
"['产后', '痢不止']","[['产后', '痢不止']]"
"['产后', '身疼', '阴寒', '外感', '鼻塞多嚏']",[]
"['胎衣不下', '脐腹胀闷']",[]
"['元气虚惫', '不乳出', '产后气血不足']",[]
"['产后', '夜热', '阳无所附']",[]
"['喜按', '产后血虚身痛']",[]
"['身疼', '产后滞血']",[]
"['妊娠', '小便数日不通']",[]
"['干呕', '死胎', '腥秽', '腹中阴冷重坠']",[]
['带下'],[]
"['手足厥寒', '血脱而晕']",[]
"['满闷', '产后伤食', '吞酸嗳腐']","[['产后伤食', '吞酸嗳腐']]"
"['遍身壮热', '血结', '热入血室', '血不止', '如见鬼神', '寒劳', '昼则明了安静']",[]
['癫痫'],[]
['产后崩中下血'],[]
"['有汗', '汗出', '产后心神惊悸不定']",[]
"['产后', '赤白痢']",[]
"['膨胀', '产后中气不足', '胸膈窒滞']","[['产后中气不足', '胸膈窒滞']]"
"['产后', '口干', '口干', '言语謇涩', '大便结燥', '自汗', '潮热']",[]
"['产后', '盗汗', '阴虚', '汗出']",[]
['产毕即泻'],[]
"['言语謇涩', '产后百损', '神昏']",[]
"['遍身壮热', '头痛', '阴寒', '外感', '产后气短']","[['遍身壮热', '头痛'], ['遍身壮热', '阴寒']]"
"['产后', '痢不止']","[['产后', '痢不止']]"
"['产后', '寒热', '头痛']","[['产后', '头痛'], ['寒热', '头痛'], ['产后', '寒热'], ['产后', '寒热', '头痛']]"
"['肢节无力', '自汗', '血伤', '膈满', '两脚疼痛', '血不潮心']",[]
['难产'],[]
['产前后诸疾'],[]
"['产后', '虚羸']",[]
"['产后百损', '腹胁刺痛', '不下食']",[]
"['阴中冷', '瘀血']",[]
['气疾'],[]
"['妊娠', '带下', '不调']",[]
['肚腹痛'],[]
['血风劳'],[]
"['心腹胀', '死胎', '脐腹冷痛']",[]
['产后'],[]
"['妊娠', '疟']",[]
['恶露未尽'],[]
['难产'],[]
"['口干', '崩中漏下', '产后百损', '气短促', '面无色', '血不止', '胸背疼痛']",[]
"['产后', '凑心']",[]
"['妇人血气', '败血不尽']",[]
['难产'],[]
['难产'],[]
"['动胎', '不得安卧']",[]
"['难产', '胎衣不下', '死胎']","[['难产', '胎衣不下'], ['胎衣不下', '死胎'], ['难产', '死胎'], ['难产', '胎衣不下', '死胎']]"
"['妊娠', '心气不足']",[]
['产后久痢'],[]
"['产后百损', '多倦', '盗汗', '无力', '心忪']",[]
"['妊娠', '肚腹痛', '烦愦', '胸膈']","[['妊娠', '肚腹痛']]"
"['产后', '伤寒', '大便结燥']",[]
['产后骨蒸'],[]
"['干呕', '言语謇涩', '血晕', '闷绝欲死', '狂躁']",[]
['月经不通'],[]
"['产后', '血晕']","[['产后', '血晕']]"
"['咳嗽', '不止', '七情内伤', '上逆', '妊娠吐衄', '胸背疼痛']",[]
"['赤白带下', '产后恶露不尽', '清血不止']",[]
"['血崩', '气血']",[]
"['带下', '气滞', '血郁', '欲郁']",[]
"['赤白带下', '阴门瘙痒']",[]
"['阴中生疮', '尿涩诸淋']",[]
"['结生瘕聚', '血瘕']",[]
['难产'],[]
"['产后', '带下不止']",[]
"['带下', '七情内伤']",[]
"['妊娠', '烦愦', '心神惊悸', '气逆']",[]
"['下痢', '妊娠胞阻', '脓血不止']",[]
"['口干', '不止', '心腹疼痛', '阴寒', '流产', '烦热', '呻吟', '下瘀']","[['呻吟', '下瘀']]"
"['昏迷不省', '气逆']",[]
"['口干', '不止', '心腹疼痛', '阴寒', '堕胎', '烦热', '呻吟', '下瘀', '战慄']","[['呻吟', '下瘀']]"
['咳喘'],[]
"['妊娠', '干呕', '肚腹痛', '脉细紧', '臭气']","[['干呕', '肚腹痛'], ['妊娠', '干呕'], ['妊娠', '肚腹痛'], ['妊娠', '干呕', '肚腹痛']]"
"['产后', '口干', '不止', '心腹疼痛', '阴寒', '烦热', '呻吟', '下瘀']","[['呻吟', '下瘀']]"
['子痫'],[]
"['妊娠', '血气冲心痛', '气息欲绝']",[]
"['妊娠', '脐腹冷痛', '大便白']",[]
['动胎'],[]
"['痰饮', '身如角弓反张', '壅盛', '子痫', '痰壅喉音不清']","[['痰饮', '壅盛'], ['身如角弓反张', '子痫']]"
"['堕胎', '血块']",[]
"['妊娠', '腰腿痠疼', '胯痛']",[]
['堕胎'],[]
"['妊娠', '痢不止', '赤白痢']",[]
"['妊娠', '咳嗽', '眩晕', '头目眩晕', '感冒', '痰壅喉音不清', '腹中吊痛']","[['妊娠', '眩晕'], ['眩晕', '头目眩晕']]"
"['妊娠', '水肿']",[]
['堕胎'],[]
['妊娠'],[]
"['动胎', '腹刺痛']",[]
"['妊娠', '肚腹痛', '痢不止']","[['妊娠', '肚腹痛'], ['肚腹痛', '痢不止']]"
"['流产', '胎元不固']",[]
['四肢肿'],[]
['产后'],[]
['妊娠小便不利'],[]
['妊娠小便不利'],[]
"['月经不通', '瘀血作痛']",[]
"['肚腹痛', '血崩']",[]
"['产后', '眩晕', '血晕', '阴寒', '耳内虚鸣', '眼目昏花', '痔疮', '昏愦', '上逆', '呻吟', '战慄']","[['产后', '血晕'], ['眩晕', '眼目昏花'], ['眩晕', '耳内虚鸣']]"
