聚类,数字,数量,id
"['遍身壮热', '咳嗽', '口干']","[7, 12, 14]",5,"[20551, 5257, 55292, 22614, 33223]"
"['腹多病', '气食生冷', '经准不孕']","[1741, 2139, 2261]",1,[29243]
"['饮食不下', '干呕', '寒热']","[2, 3, 8]",32,"[20625, 30194, 55024, 16341, 33681, 23064, 16606, 19714, 66549, 78869, 23189, 25817, 66225, 14491, 23079, 66558, 54997, 23012, 29221, 20028, 33223, 16301, 16739, 72983, 76647, 15078, 19994, 43924, 53153, 11559, 32192, 19231]"
"['饮食不下', '寒热', '肌体羸瘦']","[2, 8, 22]",21,"[13938, 19706, 35315, 51376, 35323, 5143, 16606, 51382, 34112, 38442, 38515, 38808, 38854, 38411, 53143, 19720, 19725, 38679, 25874, 28271, 27048]"
"['腰痛下血', '情欲相扰', '病患相感']","[1050, 2066, 2194]",1,[55903]
"['肚腹痛', '动胎', '月经过多']","[4, 11, 17]",20,"[16851, 26913, 80570, 65152, 4285, 30166, 39256, 39311, 53565, 53578, 80946, 39298, 80952, 12958, 17631, 10623, 26903, 53591, 70233, 54324]"
"['腰痛下血', '侵损荣卫', '病患相感']","[1050, 1963, 2194]",1,[55903]
"['产门', '肿硬', '流血不止']","[432, 747, 830]",3,"[10245, 11856, 62045]"
"['大寒', '白带腥臭', '多悲']","[897, 1067, 1079]",2,"[20330, 71858]"
"['命门不禁', '命门失守', '液脱阳离']","[1999, 2000, 2155]",1,[11909]
"['血溢', '冷血侵脾', '嗳闻血腥']","[1102, 1354, 1418]",2,"[7169, 32846]"
"['难产', '血晕', '死胎']","[24, 50, 81]",5,"[22782, 55797, 12912, 14554, 12306]"
"['疮疥', '痈疽发背', '疖']","[89, 228, 245]",4,"[57790, 68706, 66744, 276]"
"['中脘宿冷', '冷血侵脾', '嗳闻血腥']","[1352, 1354, 1418]",2,"[7169, 32846]"
"['心阳内耗', '内劳无度', '命门失守']","[1652, 1974, 2000]",1,[11909]
"['头痛', '伤寒', '壮热']","[9, 18, 97]",28,"[4274, 53377, 51112, 39168, 12343, 39124, 39142, 39189, 39207, 39211, 51101, 3584, 9070, 10164, 38613, 39167, 39125, 39141, 39231, 15089, 28832, 53378, 53401, 39114, 39159, 39171, 53376, 44161]"
"['月经不调', '带下', '眩晕']","[6, 19, 21]",15,"[23191, 31585, 22969, 31722, 39057, 65153, 16566, 25842, 78870, 20411, 30166, 67364, 70218, 72723, 76280]"
"['妊娠', '遍身壮热', '伤寒']","[1, 7, 18]",22,"[33224, 44199, 17641, 39140, 77157, 77165, 77338, 82098, 12980, 39217, 53361, 77164, 77169, 59689, 78032, 14776, 15072, 19684, 19754, 62648, 55824, 78221]"
"['月经不调', '寒热', '肌体羸瘦']","[6, 8, 22]",5,"[13938, 19706, 19725, 19720, 14538]"
"['肿硬', '流血不止', '脓血淋漓']","[747, 830, 1011]",3,"[10245, 11856, 62045]"
"['营卫不调', '瘀而为毒', '血衰血阻']","[1532, 2214, 2341]",1,[55958]
"['产后', '干呕', '头痛']","[0, 3, 9]",17,"[32163, 64986, 11455, 20490, 13410, 65276, 79744, 7063, 25866, 28312, 38651, 51071, 51418, 51067, 19994, 33155, 80555]"
"['心阳内耗', '内劳无度', '液脱阳离']","[1652, 1974, 2155]",1,[11909]
"['腹苦', '生不乳', '冻如葵汁']","[1174, 1322, 1426]",2,"[9348, 25871]"
"['关窍不固', '房事过度', '水不济火']","[1973, 2071, 2141]",1,[12762]
"['产后', '干呕', '痢不止']","[0, 3, 15]",21,"[32163, 5140, 16341, 30194, 22782, 67674, 11455, 13410, 14491, 17824, 32868, 21459, 12332, 33219, 32538, 33202, 76647, 10322, 13409, 63675, 80555]"
"['心阳内耗', '命门失守', '液脱阳离']","[1652, 2000, 2155]",1,[11909]
"['吐血不止', '大便后下血', '衄血']","[70, 164, 227]",4,"[13898, 1257, 64537, 62732]"
"['痈', '痈疽发背', '瘰疬']","[73, 228, 232]",4,"[29580, 55797, 66744, 68702]"
"['冲脉少藏', '腹多病', '气食生冷']","[1375, 1741, 2139]",1,[29243]
"['干呕', '肚腹痛', '痢不止']","[3, 4, 15]",16,"[32163, 30928, 17824, 45201, 82807, 19871, 12306, 32868, 33219, 80033, 20028, 33216, 68379, 19231, 10322, 80555]"
"['脾气受伤', '脾转运滞', '痞塞嗳酸']","[1682, 1684, 2206]",1,[55954]
"['妊娠', '干呕', '头痛']","[1, 3, 9]",15,"[39156, 39157, 39204, 62838, 78896, 39167, 39211, 32739, 80877, 33224, 39224, 39231, 33155, 78221, 9054]"
"['产门', '结毒', '流血不止']","[432, 728, 830]",3,"[10245, 11856, 62045]"
"['寒热', '头痛', '头目眩晕']","[8, 9, 23]",10,"[82940, 13926, 23076, 23079, 34131, 23012, 29641, 33223, 33224, 3584]"
"['内劳无度', '命门不禁', '命门失守']","[1974, 1999, 2000]",1,[11909]
"['脾气受伤', '脾转运滞', '多食厚味']","[1682, 1684, 2018]",1,[55954]
"['弦急', '不能久立', '赤白青黑']","[1005, 1218, 1425]",2,"[30133, 30311]"
"['阳微', '汗多不止', '牙噤发搐']","[1925, 2146, 2182]",1,[55952]
"['妊娠', '干呕', '眩晕']","[1, 3, 21]",16,"[19718, 39165, 78898, 78900, 26970, 38952, 13268, 29432, 17144, 53370, 22980, 80951, 23211, 11385, 78221, 70927]"
"['难产', '胎衣不下', '死胎']","[24, 68, 81]",8,"[22782, 12912, 53336, 53310, 53338, 3937, 27015, 27016]"
"['妊娠', '动胎', '月经过多']","[1, 11, 17]",24,"[78898, 78900, 4283, 19718, 55895, 26904, 26913, 53622, 53678, 32734, 53626, 53593, 53620, 53636, 38971, 53677, 58665, 80946, 39256, 39298, 53660, 29212, 53579, 70233]"
"['妊娠', '肚腹痛', '动胎']","[1, 4, 11]",21,"[1102, 31469, 31175, 26913, 38952, 4335, 29432, 53581, 53583, 55913, 11196, 39256, 53571, 39324, 80946, 39292, 39298, 58671, 2860, 78221, 70233]"
"['中风', '口急', '身如角弓反张']","[13, 60, 168]",17,"[39127, 77333, 43405, 51095, 17142, 29625, 51053, 51075, 53146, 68081, 5348, 38615, 51062, 6353, 10665, 26989, 51108]"
"['产后', '饮食不下', '寒热']","[0, 2, 8]",23,"[13938, 19706, 30194, 55933, 16341, 14491, 16606, 35323, 51376, 51382, 34112, 19725, 59896, 5257, 25817, 66225, 72983, 19994, 76647, 59281, 27048, 51338, 63700]"
"['侵损荣卫', '情欲相扰', '病患相感']","[1963, 2066, 2194]",1,[55903]
"['带下', '不育', '阴中冷']","[19, 20, 64]",10,"[31722, 54991, 31307, 59736, 79357, 30145, 11362, 44787, 64568, 26865]"
"['冲脉少藏', '腹多病', '经准不孕']","[1375, 1741, 2261]",1,[29243]
"['妊娠', '遍身壮热', '头痛']","[1, 7, 9]",17,"[22824, 78896, 44199, 33224, 82098, 77165, 77338, 77164, 14776, 33155, 59689, 19684, 39217, 59668, 55824, 78221, 12980]"
"['中风', '口急', '言语不得']","[13, 60, 133]",12,"[29625, 26983, 37721, 39170, 63690, 11455, 39186, 39198, 59670, 37746, 39208, 38617]"
"['痈', '痈疽发背', '疖']","[73, 228, 245]",6,"[56207, 66744, 55797, 57790, 68706, 63654]"
"['头痛', '头目眩晕', '身疼']","[9, 23, 32]",13,"[82940, 13926, 23076, 24975, 65339, 31955, 57749, 33224, 72978, 20076, 20082, 20118, 55788]"
"['干呕', '寒热', '头痛']","[3, 8, 9]",25,"[16569, 55024, 82947, 25866, 23064, 64986, 11455, 66549, 13410, 23189, 78869, 23079, 66558, 54997, 23012, 33223, 63568, 15605, 16739, 33224, 15078, 19994, 53568, 32192, 78221]"
"['月经不通', '寒热', '肌体羸瘦']","[5, 8, 22]",5,"[39335, 5143, 38679, 28271, 32538]"
"['皮聚', '毛落', '心肺俱损']","[1314, 1443, 1604]",1,[76779]
"['急性湿疹', '过敏性皮炎', '皮炎']","[1019, 1548, 2412]",1,[78351]
"['心阳内耗', '命门不禁', '命门失守']","[1652, 1999, 2000]",1,[11909]
"['腮虚肿', '头皮光急', '鬓有疮痍']","[1828, 2024, 2399]",1,[34636]
"['妊娠', '肚腹痛', '遍身壮热']","[1, 4, 7]",2,"[55913, 78221]"
"['寒气客于子门', '凝结不散', '血壅不流']","[1214, 1445, 2326]",1,[4289]
"['胁痛潮热', '肝燥碍肺', '咳而无痰']","[1598, 1607, 1859]",1,[9311]
"['屡产', '生而不寿', '服气不安']","[1213, 1522, 2098]",1,[56100]
"['腹大如妊', '六脉乍大乍小', '面色乍赤乍白']","[1365, 1374, 1387]",2,"[11213, 11287]"
"['腹胀胎腐', '腰重不能屈伸', '眼胞肿']","[1742, 1755, 1888]",1,[4234]
"['产门', '结毒', '肿硬']","[432, 728, 747]",3,"[10245, 11856, 62045]"
"['饮食不下', '月经不通', '寒热']","[2, 5, 8]",24,"[55024, 30194, 23064, 16352, 66549, 78869, 5143, 23189, 26700, 38484, 14491, 25817, 23079, 65156, 66558, 54997, 23012, 29999, 5257, 30156, 53777, 38679, 28271, 32192]"
"['赤白带下', '阴中冷', '小便浊败']","[10, 64, 108]",10,"[56207, 66744, 72312, 80617, 31402, 33737, 19127, 20633, 65524, 23852]"
"['血脉不荣', '冲脉少藏', '腹多病']","[1188, 1375, 1741]",1,[29243]
"['腰痛下血', '侵损荣卫', '精血攻冲']","[1050, 1963, 2251]",1,[55903]
"['胎毒疮', '头面生癞', '脓疥']","[1075, 1196, 2287]",1,[56521]
"['流血不止', '精冲血管', '贪欢交感']","[830, 2242, 2357]",1,[2950]
"['白带腥臭', '带下黄色', '任脉湿热']","[1067, 1068, 1373]",2,"[2949, 2971]"
"['痈', '疮疥', '疖']","[73, 89, 245]",5,"[29426, 57790, 66744, 68706, 13999]"
"['言语謇涩', '四肢急掣', '半身不遂']","[36, 59, 129]",8,"[1953, 83828, 65276, 79744, 7063, 29208, 196, 20082]"
"['吐血不止', '衄血', '咯血']","[70, 227, 332]",7,"[1041, 31914, 19498, 1347, 19645, 31822, 64537]"
"['白带腥臭', '虚寒带下', '浊淫']","[1067, 1403, 1926]",1,[71858]
"['产后', '遍身壮热', '头痛']","[0, 7, 9]",39,"[32163, 62354, 29454, 29465, 31955, 20490, 38551, 56247, 4365, 51081, 11263, 18928, 38552, 51086, 51490, 4946, 26933, 33855, 38577, 55957, 55950, 56064, 84168, 11021, 11235, 19498, 19710, 22793, 22921, 5454, 33155, 38584, 12742, 51482, 22676, 69491, 80944, 72572, 80555]"
"['月经不调', '带下', '阴中冷']","[6, 19, 64]",7,"[54991, 22969, 31722, 59736, 30145, 79357, 1097]"
"['产后', '肚腹痛', '痢不止']","[0, 4, 15]",16,"[32163, 62354, 17824, 5450, 11447, 12767, 14829, 32868, 4150, 33219, 14824, 56108, 19781, 10322, 31358, 80555]"
"['腰痛下血', '病患相感', '精血攻冲']","[1050, 2194, 2251]",1,[55903]
"['冲脉少藏', '气食生冷', '经准不孕']","[1375, 2139, 2261]",1,[29243]
"['胎动胎痛', '居处失宜', '偶然顿仆']","[1414, 1435, 1446]",2,"[7089, 11567]"
"['妊娠', '饮食不下', '干呕']","[1, 2, 3]",44,"[20625, 82613, 39165, 19718, 26645, 53651, 53681, 78898, 78900, 13268, 29221, 66486, 22980, 39211, 39269, 62838, 66505, 15569, 39167, 53395, 1800, 17913, 39138, 53410, 53674, 66438, 80844, 26975, 38956, 39173, 39176, 80950, 80951, 11378, 11562, 17622, 33184, 39231, 53671, 62739, 68379, 1700, 18931, 17140]"
"['乳上湿疮', '痛痒不休', '脓血淋漓成片']","[1320, 2203, 2288]",1,[8754]
"['产后', '寒热', '头痛']","[0, 8, 9]",11,"[64986, 11455, 13410, 25866, 11240, 34131, 56109, 19994, 51101, 51340, 3901]"
"['产门', '流血不止', '脓血淋漓']","[432, 830, 1011]",3,"[10245, 11856, 62045]"
"['饮食不下', '寒热', '头目眩晕']","[2, 8, 23]",22,"[19706, 30194, 20625, 19714, 38440, 19704, 23079, 27121, 38484, 5257, 20037, 23012, 25817, 59896, 62702, 22614, 32402, 55292, 29641, 33223, 63449, 25874]"
"['疮疥', '痈疽发背', '瘰疬']","[89, 228, 232]",6,"[29580, 66744, 52168, 68698, 68702, 57328]"
"['脾气受伤', '多食厚味', '痞塞嗳酸']","[1682, 2018, 2206]",1,[55954]
"['痈', '疮疥', '瘰疬']","[73, 89, 232]",6,"[29580, 66744, 72285, 68702, 16900, 30881]"
"['遍身壮热', '头痛', '伤寒']","[7, 9, 18]",34,"[29454, 29465, 62354, 5816, 20490, 71759, 56247, 51081, 51086, 82098, 32243, 33224, 38577, 44199, 77338, 1682, 3584, 19498, 19710, 38584, 77164, 77165, 12980, 16739, 33223, 39217, 77275, 14776, 19684, 59689, 32192, 55824, 78221, 82267]"
"['乳上湿疮', '脓血淋漓成片', '飞红无靥']","[1320, 2288, 2397]",1,[8754]
"['脐下生疮', '唇紧', '湿癣白秃']","[1706, 1840, 2171]",1,[56673]
"['产后', '肚腹痛', '遍身壮热']","[0, 4, 7]",13,"[32163, 62354, 5450, 20490, 56247, 80570, 69802, 80936, 5454, 19523, 69491, 61766, 80555]"
"['妊娠', '干呕', '肚腹痛']","[1, 3, 4]",7,"[29432, 38952, 29221, 68379, 3980, 39205, 78221]"
"['血溢', '中脘宿冷', '嗳闻血腥']","[1102, 1352, 1418]",2,"[7169, 32846]"
"['肝郁化火', '颧红', '经行乳胀']","[1660, 1827, 2410]",1,[10841]
"['羞明', '赤眼肿痛', '翳膜']","[430, 443, 522]",3,"[23467, 29032, 59952]"
"['结毒', '流血不止', '脓血淋漓']","[728, 830, 1011]",3,"[10245, 11856, 62045]"
"['痛痒不休', '脓血淋漓成片', '飞红无靥']","[2203, 2288, 2397]",1,[8754]
"['月经不调', '带下', '不育']","[6, 19, 20]",11,"[65134, 31722, 54991, 16566, 30145, 31351, 31343, 79357, 59736, 1703, 60544]"
"['侵损荣卫', '情欲相扰', '精血攻冲']","[1963, 2066, 2251]",1,[55903]
"['饮食不下', '月经不调', '寒热']","[2, 6, 8]",20,"[13938, 19711, 83248, 19706, 19714, 11503, 15621, 25817, 5257, 19725, 55292, 62702, 19720, 22614, 32402, 38837, 53759, 72983, 26662, 59281]"
"['结毒', '肿硬', '流血不止']","[728, 747, 830]",3,"[10245, 11856, 62045]"
"['遍身壮热', '咳嗽', '伤寒']","[7, 12, 18]",10,"[62354, 56247, 51081, 51086, 33223, 3584, 33224, 8262, 1853, 63700]"
"['产后', '干呕', '寒热']","[0, 3, 8]",20,"[3530, 30194, 16341, 25866, 64986, 11455, 25817, 13410, 14491, 16606, 66225, 33219, 69898, 21459, 72983, 19994, 76647, 29383, 32538, 13409]"
"['产后', '恶露未尽', '血晕']","[0, 44, 50]",11,"[80570, 19731, 55478, 31698, 11540, 22842, 34218, 4025, 58683, 64991, 10177]"
"['饮食不下', '月经不调', '肌体羸瘦']","[2, 6, 22]",19,"[1953, 83828, 31886, 13938, 19706, 1268, 35304, 38403, 38709, 38748, 19720, 57514, 19725, 56462, 38414, 19710, 25827, 11479, 4132]"
"['妊娠', '肚腹痛', '月经过多']","[1, 4, 17]",16,"[26913, 39297, 39283, 53668, 39256, 39288, 39319, 8885, 19326, 39270, 39298, 39300, 21178, 68379, 80946, 70233]"
"['脉弦数', '舌质红', '舌苔黄腻']","[122, 362, 409]",8,"[80839, 80920, 80926, 80932, 80857, 80881, 80910, 63139]"
"['情欲相扰', '病患相感', '精血攻冲']","[2066, 2194, 2251]",1,[55903]
"['心阳内耗', '命门不禁', '液脱阳离']","[1652, 1999, 2155]",1,[11909]
"['漆疮', '肌肤赤肿', '大头时肿']","[987, 1317, 1499]",2,"[56358, 57785]"
"['血溢', '中脘宿冷', '冷血侵脾']","[1102, 1352, 1354]",2,"[7169, 32846]"
"['血晕', '胎衣不下', '死胎']","[50, 68, 81]",5,"[22782, 3530, 25866, 12912, 63563]"
"['痈', '疮疥', '痈疽发背']","[73, 89, 228]",11,"[66744, 57790, 27198, 68706, 14448, 29580, 23742, 68702, 20939, 52658, 23769]"
"['不能久立', '赤白青黑', '苦绞痛']","[1218, 1425, 1438]",2,"[30133, 30311]"
"['月经不通', '疼痛', '结生瘕聚']","[5, 16, 35]",3,"[67679, 28271, 80849]"
"['饮食不下', '月经不通', '肌体羸瘦']","[2, 5, 22]",20,"[1953, 38662, 11627, 38424, 39391, 76964, 15893, 38438, 38683, 5143, 38838, 58696, 74960, 27124, 18903, 38783, 38719, 38679, 38713, 28271]"
"['腰痛下血', '情欲相扰', '精血攻冲']","[1050, 2066, 2251]",1,[55903]
"['月经不调', '赤白带下', '阴中冷']","[6, 10, 64]",23,"[13863, 1953, 83828, 12112, 3530, 31439, 55017, 53258, 55513, 31402, 31813, 21117, 1981, 25817, 31748, 1616, 55506, 1864, 55756, 22971, 31144, 65130, 72802]"
"['齿皆恶热饮', '唯喜干食', '大恶汤饮']","[1855, 2003, 2019]",1,[20342]
"['寒热', '咳嗽', '口干']","[8, 12, 14]",12,"[55933, 6757, 20037, 5257, 16606, 21459, 20028, 22614, 55292, 33223, 51101, 13409]"
"['产门', '结毒', '脓血淋漓']","[432, 728, 1011]",3,"[10245, 11856, 62045]"
"['紫红色结节性皮疹', '面部色素沉着', '舌薄']","[1563, 1826, 1852]",1,[80649]
"['月经不调', '赤白带下', '不育']","[6, 10, 20]",25,"[1953, 13892, 31439, 55017, 19716, 25866, 55513, 14554, 28775, 31813, 82933, 1981, 72310, 55462, 15145, 33865, 33879, 55506, 55750, 1616, 63249, 72802, 20040, 66811, 65127]"
"['脾转运滞', '多食厚味', '痞塞嗳酸']","[1684, 2018, 2206]",1,[55954]
"['乳上湿疮', '痛痒不休', '飞红无靥']","[1320, 2203, 2397]",1,[8754]
"['产后', '干呕', '肚腹痛']","[0, 3, 4]",18,"[32163, 69101, 17824, 20490, 23742, 26923, 32868, 58693, 12914, 33219, 4032, 34218, 80936, 19994, 10322, 55552, 61766, 80555]"
"['产门', '肿硬', '脓血淋漓']","[432, 747, 1011]",3,"[10245, 11856, 62045]"
"['结毒', '肿硬', '脓血淋漓']","[728, 747, 1011]",3,"[10245, 11856, 62045]"
"['血风劳', '身疼', '四肢急掣']","[26, 32, 59]",10,"[20087, 20082, 53175, 32523, 37742, 53118, 11613, 3468, 20118, 55788]"
"['腰痛下血', '侵损荣卫', '情欲相扰']","[1050, 1963, 2066]",1,[55903]
"['腹内成块', '腿胫或肿', '肚上筋脉']","[1360, 1768, 2275]",1,[38707]
"['月经不调', '不育', '阴中冷']","[6, 20, 64]",19,"[1953, 31439, 31722, 54991, 55017, 30145, 55513, 31813, 1981, 17660, 33687, 55506, 59736, 79357, 80551, 80573, 1616, 38405, 72802]"
"['妊娠', '遍身壮热', '头痛', '伤寒']","[1, 7, 9, 18]",13,"[44199, 33224, 77165, 82098, 77164, 77338, 59689, 14776, 39217, 19684, 55824, 78221, 12980]"
"['血溢', '中脘宿冷', '冷血侵脾', '嗳闻血腥']","[1102, 1352, 1354, 1418]",2,"[7169, 32846]"
"['腰痛下血', '侵损荣卫', '情欲相扰', '病患相感']","[1050, 1963, 2066, 2194]",1,[55903]
"['痈', '疮疥', '痈疽发背', '疖']","[73, 89, 228, 245]",3,"[57790, 68706, 66744]"
"['产后', '干呕', '寒热', '头痛']","[0, 3, 8, 9]",5,"[64986, 11455, 13410, 25866, 19994]"
"['饮食不下', '月经不调', '寒热', '肌体羸瘦']","[2, 6, 8, 22]",4,"[13938, 19706, 19725, 19720]"
"['脾气受伤', '脾转运滞', '多食厚味', '痞塞嗳酸']","[1682, 1684, 2018, 2206]",1,[55954]
"['心阳内耗', '命门不禁', '命门失守', '液脱阳离']","[1652, 1999, 2000, 2155]",1,[11909]
"['乳上湿疮', '痛痒不休', '脓血淋漓成片', '飞红无靥']","[1320, 2203, 2288, 2397]",1,[8754]
"['心阳内耗', '内劳无度', '命门不禁', '命门失守']","[1652, 1974, 1999, 2000]",1,[11909]
"['月经不调', '带下', '不育', '阴中冷']","[6, 19, 20, 64]",5,"[31722, 54991, 59736, 30145, 79357]"
"['痈', '疮疥', '痈疽发背', '瘰疬']","[73, 89, 228, 232]",3,"[66744, 29580, 68702]"
"['饮食不下', '月经不通', '寒热', '肌体羸瘦']","[2, 5, 8, 22]",3,"[5143, 38679, 28271]"
"['腰痛下血', '侵损荣卫', '病患相感', '精血攻冲']","[1050, 1963, 2194, 2251]",1,[55903]
"['难产', '血晕', '胎衣不下', '死胎']","[24, 50, 68, 81]",2,"[12912, 22782]"
"['腰痛下血', '侵损荣卫', '情欲相扰', '精血攻冲']","[1050, 1963, 2066, 2251]",1,[55903]
"['结毒', '肿硬', '流血不止', '脓血淋漓']","[728, 747, 830, 1011]",3,"[10245, 11856, 62045]"
"['内劳无度', '命门不禁', '命门失守', '液脱阳离']","[1974, 1999, 2000, 2155]",1,[11909]
"['心阳内耗', '内劳无度', '命门失守', '液脱阳离']","[1652, 1974, 2000, 2155]",1,[11909]
"['月经不调', '赤白带下', '不育', '阴中冷']","[6, 10, 20, 64]",9,"[1953, 31439, 55017, 55513, 31813, 1981, 55506, 1616, 72802]"
"['侵损荣卫', '情欲相扰', '病患相感', '精血攻冲']","[1963, 2066, 2194, 2251]",1,[55903]
"['妊娠', '肚腹痛', '动胎', '月经过多']","[1, 4, 11, 17]",5,"[26913, 39256, 39298, 80946, 70233]"
"['产门', '结毒', '肿硬', '脓血淋漓']","[432, 728, 747, 1011]",3,"[10245, 11856, 62045]"
"['产门', '结毒', '肿硬', '流血不止']","[432, 728, 747, 830]",3,"[10245, 11856, 62045]"
"['产门', '肿硬', '流血不止', '脓血淋漓']","[432, 747, 830, 1011]",3,"[10245, 11856, 62045]"
"['腹大如妊', '六脉乍大乍小', '面色乍赤乍白', '相狎']","[1365, 1374, 1387, 2229]",1,[11287]
"['产后', '饮食不下', '干呕', '寒热']","[0, 2, 3, 8]",9,"[30194, 16341, 14491, 16606, 66225, 25817, 72983, 19994, 76647]"
"['心阳内耗', '内劳无度', '命门不禁', '液脱阳离']","[1652, 1974, 1999, 2155]",1,[11909]
"['冲脉少藏', '腹多病', '气食生冷', '经准不孕']","[1375, 1741, 2139, 2261]",1,[29243]
"['腰痛下血', '情欲相扰', '病患相感', '精血攻冲']","[1050, 2066, 2194, 2251]",1,[55903]
"['产门', '结毒', '流血不止', '脓血淋漓']","[432, 728, 830, 1011]",3,"[10245, 11856, 62045]"
"['产后', '干呕', '肚腹痛', '痢不止']","[0, 3, 4, 15]",6,"[32163, 17824, 32868, 33219, 10322, 80555]"
"['产门', '结毒', '肿硬', '流血不止', '脓血淋漓']","[432, 728, 747, 830, 1011]",3,"[10245, 11856, 62045]"
"['腰痛下血', '侵损荣卫', '情欲相扰', '病患相感', '精血攻冲']","[1050, 1963, 2066, 2194, 2251]",1,[55903]
"['心阳内耗', '内劳无度', '命门不禁', '命门失守', '液脱阳离']","[1652, 1974, 1999, 2000, 2155]",1,[11909]
